Time ,u_X0,u_X1,u_G3,u_G2,u_G1,Strain_X0,Strain_X1,Strain_G3,Strain_G2,Strain_G1
2307600,6.07E-17,6.09E-17,6.68E-16,6.57E-16,6.59E-16,-3.78E-16,-3.73E-16,-7.99E-18,-8.94E-18,-8.10E-18
2311200,1.97E-16,1.97E-16,2.17E-15,2.13E-15,2.14E-15,1.22E-15,1.22E-15,2.59E-17,2.90E-17,2.63E-17
2314800,1.69E-16,1.69E-16,1.86E-15,1.82E-15,1.83E-15,-1.05E-15,-1.05E-15,-2.22E-17,-2.49E-17,-2.25E-17
2318400,1.35E-16,1.35E-16,1.48E-15,1.46E-15,1.46E-15,8.39E-16,8.36E-16,1.77E-17,1.99E-17,1.80E-17
2322000,6.04E-17,6.04E-17,6.63E-16,6.51E-16,6.53E-16,-3.75E-16,-3.74E-16,-7.92E-18,-8.88E-18,-8.04E-18
2325600,1.72E-16,1.72E-16,1.89E-15,1.85E-15,1.86E-15,1.07E-15,1.06E-15,2.25E-17,2.53E-17,2.29E-17
2329200,8.86E-17,8.86E-17,9.72E-16,9.55E-16,9.58E-16,-5.50E-16,-5.48E-16,-1.16E-17,-1.30E-17,-1.18E-17
2332800,1.16E-16,1.16E-16,1.27E-15,1.25E-15,1.25E-15,7.21E-16,7.18E-16,1.52E-17,1.70E-17,1.54E-17
2336400,3.67E-18,3.67E-18,4.02E-17,3.95E-17,3.97E-17,-2.27E-17,-2.27E-17,-4.81E-19,-5.40E-19,-4.88E-19
2340000,3.52E-17,3.52E-17,3.86E-16,3.80E-16,3.81E-16,-2.19E-16,-2.18E-16,-4.61E-18,-5.17E-18,-4.69E-18
2343600,3.20E-17,3.21E-17,3.52E-16,3.46E-16,3.47E-16,1.99E-16,1.98E-16,4.20E-18,4.71E-18,4.26E-18
2347200,1.75E-16,1.75E-16,1.93E-15,1.89E-15,1.90E-15,1.09E-15,1.09E-15,2.30E-17,2.58E-17,2.34E-17
2350800,5.50E-17,5.50E-17,6.03E-16,5.93E-16,5.95E-16,-3.43E-16,-3.40E-16,-7.21E-18,-8.08E-18,-7.32E-18
2354400,4.05E-16,4.05E-16,4.44E-15,4.37E-15,4.38E-15,2.51E-15,2.51E-15,5.31E-17,5.96E-17,5.39E-17
2358000,1.61E-16,1.61E-16,1.77E-15,1.74E-15,1.74E-15,-1.00E-15,-9.96E-16,-2.11E-17,-2.37E-17,-2.14E-17
2361600,2.56E-14,2.57E-14,2.81E-13,2.77E-13,2.77E-13,-1.59E-13,-1.59E-13,-3.36E-15,-3.77E-15,-3.41E-15
2365200,1.21E-16,1.22E-16,1.33E-15,1.31E-15,1.32E-15,-7.57E-16,-7.54E-16,-1.59E-17,-1.79E-17,-1.62E-17
2368800,4.37E-16,4.37E-16,4.79E-15,4.71E-15,4.73E-15,2.71E-15,2.70E-15,5.73E-17,6.42E-17,5.81E-17
2372400,4.58E-18,4.60E-18,5.03E-17,4.95E-17,4.96E-17,2.80E-17,2.79E-17,6.03E-19,6.74E-19,6.17E-19
2376000,1.20E-16,1.20E-16,1.32E-15,1.30E-15,1.30E-15,7.47E-16,7.46E-16,1.58E-17,1.77E-17,1.60E-17
2379600,5.33E-17,5.32E-17,5.84E-16,5.74E-16,5.76E-16,3.30E-16,3.29E-16,6.98E-18,7.83E-18,7.09E-18
2383200,1.14E-16,1.14E-16,1.25E-15,1.22E-15,1.23E-15,-7.05E-16,-7.04E-16,-1.49E-17,-1.67E-17,-1.51E-17
2386800,7.14E-18,6.74E-18,7.65E-17,7.50E-17,7.53E-17,4.11E-17,4.22E-17,9.04E-19,1.03E-18,9.40E-19
2390400,4.57E-16,4.57E-16,5.01E-15,4.93E-15,4.94E-15,-2.83E-15,-2.83E-15,-5.99E-17,-6.71E-17,-6.08E-17
2394000,1.25E-16,1.25E-16,1.37E-15,1.35E-15,1.35E-15,7.75E-16,7.72E-16,1.64E-17,1.83E-17,1.66E-17
2397600,1.36E-15,1.36E-15,1.49E-14,1.46E-14,1.47E-14,8.42E-15,8.42E-15,1.78E-16,1.99E-16,1.80E-16
2401200,1.86E-16,1.86E-16,2.05E-15,2.01E-15,2.02E-15,1.16E-15,1.16E-15,2.44E-17,2.74E-17,2.48E-17
2404800,1.49E-16,1.49E-16,1.64E-15,1.61E-15,1.61E-15,-9.26E-16,-9.22E-16,-1.95E-17,-2.19E-17,-1.99E-17
2408400,2.79E-16,2.79E-16,3.06E-15,3.01E-15,3.02E-15,1.73E-15,1.73E-15,3.66E-17,4.10E-17,3.71E-17
2412000,4.83E-18,4.79E-18,5.29E-17,5.20E-17,5.21E-17,2.98E-17,2.99E-17,6.31E-19,7.07E-19,6.40E-19
2415600,2.70E-17,2.70E-17,2.97E-16,2.92E-16,2.93E-16,-1.67E-16,-1.68E-16,-3.54E-18,-3.97E-18,-3.60E-18
2419200,1.19E-16,1.19E-16,1.30E-15,1.28E-15,1.29E-15,7.37E-16,7.35E-16,1.56E-17,1.75E-17,1.58E-17
2422800,2.75E-16,2.75E-16,3.02E-15,2.97E-15,2.98E-15,1.71E-15,1.70E-15,3.61E-17,4.05E-17,3.66E-17
2426400,7.80E-16,7.81E-16,8.57E-15,8.43E-15,8.45E-15,4.84E-15,4.83E-15,1.02E-16,1.15E-16,1.04E-16
2430000,1.35E-16,1.35E-16,1.49E-15,1.46E-15,1.46E-15,-8.40E-16,-8.39E-16,-1.77E-17,-1.99E-17,-1.80E-17
2433600,1.08E-16,1.08E-16,1.19E-15,1.17E-15,1.17E-15,6.73E-16,6.72E-16,1.42E-17,1.59E-17,1.44E-17
2437200,6.16E-19,6.27E-19,6.92E-18,6.67E-18,6.62E-18,4.91E-18,3.55E-18,8.89E-20,8.41E-20,7.44E-20
2440800,1.20E-18,1.23E-18,1.17E-17,1.16E-17,1.17E-17,-6.34E-18,-7.36E-18,-1.51E-19,-1.72E-19,-1.55E-19
2444400,1.86E-15,1.86E-15,2.04E-14,2.00E-14,2.01E-14,-1.15E-14,-1.15E-14,-2.44E-16,-2.73E-16,-2.47E-16
2448000,9.13E-17,9.13E-17,1.00E-15,9.86E-16,9.88E-16,5.67E-16,5.66E-16,1.20E-17,1.34E-17,1.21E-17
2451600,1.96E-17,1.97E-17,2.16E-16,2.12E-16,2.13E-16,-1.23E-16,-1.21E-16,-2.58E-18,-2.89E-18,-2.60E-18
2455200,1.58E-17,1.58E-17,1.73E-16,1.71E-16,1.71E-16,-9.81E-17,-9.77E-17,-2.07E-18,-2.32E-18,-2.11E-18
2458800,1.58E-16,1.58E-16,1.73E-15,1.71E-15,1.71E-15,9.81E-16,9.80E-16,2.07E-17,2.32E-17,2.10E-17
2462400,8.86E-17,8.86E-17,9.72E-16,9.56E-16,9.58E-16,5.50E-16,5.49E-16,1.16E-17,1.30E-17,1.18E-17
2466000,1.79E-16,1.79E-16,1.97E-15,1.94E-15,1.94E-15,1.11E-15,1.11E-15,2.35E-17,2.64E-17,2.39E-17
2469600,7.37E-17,7.37E-17,8.09E-16,7.95E-16,7.98E-16,-4.57E-16,-4.56E-16,-9.66E-18,-1.08E-17,-9.81E-18
2473200,1.05E-16,1.06E-16,1.16E-15,1.14E-15,1.14E-15,6.55E-16,6.53E-16,1.38E-17,1.55E-17,1.40E-17
2476800,5.46E-17,5.46E-17,6.00E-16,5.90E-16,5.91E-16,-3.40E-16,-3.37E-16,-7.17E-18,-8.03E-18,-7.28E-18
2480400,4.16E-18,4.14E-18,4.57E-17,4.49E-17,4.50E-17,-2.56E-17,-2.60E-17,-5.44E-19,-6.08E-19,-5.54E-19
2484000,9.55E-17,9.54E-17,1.05E-15,1.03E-15,1.03E-15,-5.92E-16,-5.91E-16,-1.25E-17,-1.40E-17,-1.27E-17
2487600,1.19E-17,1.16E-17,1.29E-16,1.27E-16,1.27E-16,-7.17E-17,-7.31E-17,-1.55E-18,-1.73E-18,-1.55E-18
2491200,1.08E-16,1.08E-16,1.19E-15,1.16E-15,1.17E-15,6.71E-16,6.69E-16,1.42E-17,1.59E-17,1.44E-17
2494800,4.68E-18,4.85E-18,5.26E-17,5.18E-17,5.17E-17,3.17E-17,3.05E-17,6.11E-19,6.97E-19,6.29E-19
2498400,3.78E-17,3.78E-17,4.15E-16,4.08E-16,4.09E-16,2.35E-16,2.35E-16,4.96E-18,5.56E-18,5.04E-18
2502000,4.83E-16,4.82E-16,5.29E-15,5.20E-15,5.22E-15,-3.00E-15,-2.99E-15,-6.33E-17,-7.09E-17,-6.42E-17
2505600,3.11E-17,3.11E-17,3.41E-16,3.35E-16,3.36E-16,1.93E-16,1.92E-16,4.07E-18,4.57E-18,4.14E-18
2509200,9.87E-17,9.87E-17,1.08E-15,1.06E-15,1.07E-15,-6.13E-16,-6.11E-16,-1.29E-17,-1.45E-17,-1.31E-17
2512800,1.02E-16,1.02E-16,1.12E-15,1.10E-15,1.10E-15,6.32E-16,6.30E-16,1.34E-17,1.50E-17,1.36E-17
2516400,4.41E-17,4.40E-17,4.83E-16,4.75E-16,4.77E-16,-2.72E-16,-2.68E-16,-5.76E-18,-6.46E-18,-5.86E-18
2520000,1.50E-17,1.49E-17,1.64E-16,1.61E-16,1.62E-16,-9.34E-17,-9.34E-17,-1.96E-18,-2.20E-18,-1.99E-18
2523600,6.16E-17,6.16E-17,6.76E-16,6.65E-16,6.66E-16,-3.83E-16,-3.81E-16,-8.08E-18,-9.06E-18,-8.21E-18
2527200,2.70E-17,2.70E-17,2.96E-16,2.91E-16,2.92E-16,-1.68E-16,-1.68E-16,-3.54E-18,-3.96E-18,-3.59E-18
2530800,4.54E-17,4.55E-17,4.99E-16,4.90E-16,4.92E-16,-2.82E-16,-2.81E-16,-5.96E-18,-6.67E-18,-6.05E-18
2534400,8.99E-17,9.00E-17,9.87E-16,9.70E-16,9.73E-16,-5.59E-16,-5.57E-16,-1.18E-17,-1.32E-17,-1.20E-17
2538000,1.72E-16,1.72E-16,1.88E-15,1.85E-15,1.86E-15,1.07E-15,1.06E-15,2.25E-17,2.52E-17,2.28E-17
2541600,2.66E-16,2.66E-16,2.92E-15,2.87E-15,2.88E-15,-1.65E-15,-1.65E-15,-3.49E-17,-3.92E-17,-3.55E-17
2545200,1.86E-16,1.86E-16,2.04E-15,2.01E-15,2.01E-15,1.15E-15,1.15E-15,2.44E-17,2.73E-17,2.47E-17
2548800,7.83E-18,7.93E-18,8.67E-17,8.52E-17,8.54E-17,4.85E-17,4.84E-17,1.03E-18,1.16E-18,1.05E-18
2552400,1.54E-16,1.54E-16,1.69E-15,1.66E-15,1.67E-15,9.55E-16,9.53E-16,2.02E-17,2.26E-17,2.05E-17
2556000,3.40E-18,3.46E-18,3.75E-17,3.69E-17,3.71E-17,2.21E-17,2.12E-17,4.54E-19,5.07E-19,4.58E-19
2559600,1.37E-17,1.37E-17,1.51E-16,1.48E-16,1.48E-16,-8.51E-17,-8.49E-17,-1.80E-18,-2.02E-18,-1.83E-18
2563200,7.23E-17,7.23E-17,7.93E-16,7.80E-16,7.82E-16,4.48E-16,4.48E-16,9.48E-18,1.06E-17,9.63E-18
2566800,1.56E-16,1.56E-16,1.71E-15,1.68E-15,1.69E-15,9.67E-16,9.64E-16,2.04E-17,2.29E-17,2.08E-17
2570400,3.22E-17,3.22E-17,3.54E-16,3.48E-16,3.49E-16,2.00E-16,2.00E-16,4.22E-18,4.74E-18,4.29E-18
2574000,1.08E-16,1.08E-16,1.18E-15,1.16E-15,1.17E-15,-6.69E-16,-6.67E-16,-1.41E-17,-1.58E-17,-1.43E-17
2577600,3.08E-16,3.08E-16,3.38E-15,3.32E-15,3.33E-15,1.91E-15,1.91E-15,4.04E-17,4.53E-17,4.10E-17
2581200,3.26E-16,3.27E-16,3.58E-15,3.52E-15,3.53E-15,-2.02E-15,-2.02E-15,-4.28E-17,-4.80E-17,-4.35E-17
2584800,1.17E-16,1.17E-16,1.28E-15,1.26E-15,1.26E-15,7.26E-16,7.26E-16,1.53E-17,1.72E-17,1.55E-17
2588400,1.46E-16,1.46E-16,1.61E-15,1.58E-15,1.58E-15,-9.07E-16,-9.08E-16,-1.92E-17,-2.15E-17,-1.95E-17
2592000,9.89E-17,9.89E-17,1.09E-15,1.07E-15,1.07E-15,6.13E-16,6.11E-16,1.30E-17,1.45E-17,1.32E-17
2595600,1.11E-16,1.11E-16,1.22E-15,1.20E-15,1.20E-15,-6.90E-16,-6.88E-16,-1.46E-17,-1.63E-17,-1.48E-17
2599200,9.07E-17,9.10E-17,9.97E-16,9.80E-16,9.83E-16,5.67E-16,5.60E-16,1.19E-17,1.33E-17,1.21E-17
2602800,5.70E-17,5.71E-17,6.26E-16,6.16E-16,6.17E-16,-3.54E-16,-3.56E-16,-7.48E-18,-8.41E-18,-7.57E-18
2606400,4.93E-17,4.92E-17,5.40E-16,5.31E-16,5.33E-16,-3.06E-16,-3.05E-16,-6.46E-18,-7.25E-18,-6.56E-18
2610000,9.36E-17,9.37E-17,1.03E-15,1.01E-15,1.01E-15,5.82E-16,5.79E-16,1.23E-17,1.38E-17,1.25E-17
2613600,1.89E-16,1.90E-16,2.08E-15,2.04E-15,2.05E-15,-1.18E-15,-1.17E-15,-2.48E-17,-2.78E-17,-2.52E-17
2617200,2.06E-16,2.06E-16,2.26E-15,2.22E-15,2.23E-15,1.28E-15,1.28E-15,2.70E-17,3.03E-17,2.74E-17
2620800,2.72E-16,2.72E-16,2.98E-15,2.93E-15,2.94E-15,-1.69E-15,-1.68E-15,-3.56E-17,-3.99E-17,-3.61E-17
2624400,2.13E-17,2.13E-17,2.34E-16,2.30E-16,2.30E-16,-1.32E-16,-1.32E-16,-2.79E-18,-3.14E-18,-2.84E-18
2628000,7.49E-17,7.48E-17,8.22E-16,8.08E-16,8.10E-16,-4.64E-16,-4.64E-16,-9.82E-18,-1.10E-17,-9.96E-18
2631600,8.23E-17,8.23E-17,9.04E-16,8.88E-16,8.91E-16,5.11E-16,5.10E-16,1.08E-17,1.21E-17,1.10E-17
2635200,1.09E-17,1.08E-17,1.19E-16,1.17E-16,1.17E-16,-6.74E-17,-6.72E-17,-1.42E-18,-1.59E-18,-1.44E-18
2638800,1.22E-17,1.23E-17,1.35E-16,1.32E-16,1.33E-16,7.58E-17,7.61E-17,1.61E-18,1.80E-18,1.63E-18
2642400,2.97E-17,2.97E-17,3.26E-16,3.21E-16,3.22E-16,1.84E-16,1.84E-16,3.90E-18,4.37E-18,3.96E-18
2646000,2.93E-17,2.94E-17,3.22E-16,3.16E-16,3.17E-16,-1.84E-16,-1.83E-16,-3.85E-18,-4.33E-18,-3.89E-18
2649600,4.50E-17,4.50E-17,4.94E-16,4.86E-16,4.87E-16,2.79E-16,2.79E-16,5.90E-18,6.62E-18,5.99E-18
2653200,1.08E-16,1.08E-16,1.19E-15,1.17E-15,1.17E-15,-6.73E-16,-6.71E-16,-1.42E-17,-1.59E-17,-1.44E-17
2656800,5.40E-17,5.40E-17,5.93E-16,5.82E-16,5.84E-16,3.35E-16,3.34E-16,7.08E-18,7.94E-18,7.19E-18
2660400,1.47E-17,1.47E-17,1.61E-16,1.58E-16,1.59E-16,9.09E-17,9.08E-17,1.92E-18,2.16E-18,1.95E-18
2664000,8.26E-18,8.26E-18,9.06E-17,8.91E-17,8.94E-17,-5.13E-17,-5.11E-17,-1.08E-18,-1.21E-18,-1.10E-18
2667600,2.62E-18,2.62E-18,2.88E-17,2.83E-17,2.84E-17,-1.63E-17,-1.62E-17,-3.44E-19,-3.86E-19,-3.49E-19
2671200,4.21E-17,4.21E-17,4.62E-16,4.54E-16,4.55E-16,2.61E-16,2.61E-16,5.52E-18,6.19E-18,5.60E-18
2674800,7.66E-18,7.66E-18,8.41E-17,8.26E-17,8.29E-17,4.76E-17,4.74E-17,1.00E-18,1.13E-18,1.02E-18
2678400,3.36E-17,3.36E-17,3.68E-16,3.62E-16,3.63E-16,2.08E-16,2.08E-16,4.40E-18,4.94E-18,4.47E-18
2682000,1.45E-17,1.45E-17,1.60E-16,1.57E-16,1.57E-16,-9.03E-17,-9.01E-17,-1.91E-18,-2.14E-18,-1.94E-18
2685600,3.02E-17,3.02E-17,3.31E-16,3.25E-16,3.26E-16,1.87E-16,1.87E-16,3.95E-18,4.43E-18,4.01E-18
2689200,4.26E-18,4.26E-18,4.68E-17,4.60E-17,4.61E-17,-2.65E-17,-2.64E-17,-5.59E-19,-6.26E-19,-5.67E-19
2692800,6.29E-17,6.30E-17,6.91E-16,6.79E-16,6.81E-16,-3.91E-16,-3.90E-16,-8.25E-18,-9.25E-18,-8.38E-18
2696400,5.26E-17,5.27E-17,5.78E-16,5.68E-16,5.70E-16,3.27E-16,3.26E-16,6.90E-18,7.74E-18,7.01E-18
2700000,1.82E-17,1.82E-17,2.00E-16,1.97E-16,1.97E-16,1.13E-16,1.13E-16,2.39E-18,2.68E-18,2.43E-18
2703600,9.61E-18,9.62E-18,1.06E-16,1.04E-16,1.04E-16,-5.97E-17,-5.95E-17,-1.26E-18,-1.41E-18,-1.28E-18
2707200,3.98E-18,3.98E-18,4.36E-17,4.29E-17,4.30E-17,-2.47E-17,-2.46E-17,-5.21E-19,-5.85E-19,-5.29E-19
2710800,4.07E-17,4.07E-17,4.47E-16,4.39E-16,4.41E-16,2.53E-16,2.52E-16,5.34E-18,5.99E-18,5.42E-18
2714400,8.65E-17,8.66E-17,9.50E-16,9.34E-16,9.36E-16,-5.37E-16,-5.36E-16,-1.13E-17,-1.27E-17,-1.15E-17
2718000,5.24E-17,5.24E-17,5.75E-16,5.65E-16,5.67E-16,-3.25E-16,-3.24E-16,-6.87E-18,-7.70E-18,-6.97E-18
2721600,6.32E-17,6.32E-17,6.94E-16,6.82E-16,6.84E-16,3.92E-16,3.91E-16,8.29E-18,9.29E-18,8.41E-18
2725200,2.88E-17,2.88E-17,3.16E-16,3.11E-16,3.12E-16,1.79E-16,1.78E-16,3.78E-18,4.23E-18,3.83E-18
2728800,5.62E-18,5.62E-18,6.16E-17,6.06E-17,6.08E-17,-3.49E-17,-3.48E-17,-7.36E-19,-8.26E-19,-7.48E-19
2732400,6.43E-17,6.43E-17,7.06E-16,6.94E-16,6.96E-16,-3.99E-16,-3.98E-16,-8.43E-18,-9.45E-18,-8.56E-18
2736000,4.23E-17,4.23E-17,4.64E-16,4.56E-16,4.57E-16,2.63E-16,2.62E-16,5.55E-18,6.22E-18,5.63E-18
2739600,2.31E-17,2.31E-17,2.54E-16,2.49E-16,2.50E-16,-1.43E-16,-1.43E-16,-3.03E-18,-3.40E-18,-3.08E-18
2743200,1.10E-17,1.10E-17,1.20E-16,1.18E-16,1.19E-16,-6.81E-17,-6.79E-17,-1.44E-18,-1.61E-18,-1.46E-18
2746800,3.99E-18,3.99E-18,4.37E-17,4.30E-17,4.31E-17,2.47E-17,2.47E-17,5.23E-19,5.86E-19,5.31E-19
2750400,3.94E-17,3.94E-17,4.32E-16,4.25E-16,4.26E-16,2.44E-16,2.44E-16,5.16E-18,5.79E-18,5.24E-18
2754000,4.95E-18,4.95E-18,5.43E-17,5.34E-17,5.36E-17,3.07E-17,3.07E-17,6.49E-19,7.28E-19,6.59E-19
2757600,5.37E-17,5.37E-17,5.90E-16,5.80E-16,5.81E-16,-3.34E-16,-3.33E-16,-7.05E-18,-7.90E-18,-7.15E-18
2761200,6.19E-17,6.19E-17,6.79E-16,6.67E-16,6.69E-16,3.84E-16,3.83E-16,8.11E-18,9.09E-18,8.23E-18
2764800,2.74E-17,2.74E-17,3.01E-16,2.96E-16,2.97E-16,1.70E-16,1.70E-16,3.60E-18,4.03E-18,3.65E-18
2768400,6.97E-18,6.97E-18,7.65E-17,7.52E-17,7.54E-17,-4.33E-17,-4.32E-17,-9.14E-19,-1.02E-18,-9.28E-19
2772000,6.57E-17,6.57E-17,7.20E-16,7.08E-16,7.10E-16,-4.08E-16,-4.06E-16,-8.61E-18,-9.65E-18,-8.74E-18
2775600,6.90E-17,6.90E-17,7.57E-16,7.45E-16,7.47E-16,4.28E-16,4.27E-16,9.05E-18,1.01E-17,9.19E-18
2779200,1.55E-17,1.55E-17,1.70E-16,1.67E-16,1.68E-16,9.63E-17,9.61E-17,2.04E-18,2.28E-18,2.07E-18
2782800,1.23E-17,1.23E-17,1.35E-16,1.33E-16,1.33E-16,-7.65E-17,-7.63E-17,-1.62E-18,-1.81E-18,-1.64E-18
2786400,6.69E-18,6.69E-18,7.34E-17,7.21E-17,7.23E-17,-4.15E-17,-4.14E-17,-8.77E-19,-9.83E-19,-8.90E-19
2790000,3.80E-17,3.80E-17,4.17E-16,4.10E-16,4.11E-16,2.36E-16,2.35E-16,4.98E-18,5.59E-18,5.06E-18
2793600,3.60E-18,3.60E-18,3.95E-17,3.88E-17,3.89E-17,2.23E-17,2.23E-17,4.72E-19,5.29E-19,4.79E-19
2797200,5.51E-17,5.51E-17,6.04E-16,5.94E-16,5.96E-16,-3.42E-16,-3.41E-16,-7.22E-18,-8.10E-18,-7.33E-18
2800800,6.05E-17,6.05E-17,6.64E-16,6.53E-16,6.55E-16,3.76E-16,3.75E-16,7.93E-18,8.90E-18,8.05E-18
2804400,2.61E-17,2.61E-17,2.86E-16,2.81E-16,2.82E-16,1.62E-16,1.62E-16,3.42E-18,3.84E-18,3.47E-18
2808000,8.33E-18,8.33E-18,9.14E-17,8.98E-17,9.01E-17,-5.17E-17,-5.15E-17,-1.09E-18,-1.22E-18,-1.11E-18
2811600,9.96E-17,9.97E-17,1.09E-15,1.07E-15,1.08E-15,-6.19E-16,-6.17E-16,-1.31E-17,-1.46E-17,-1.33E-17
2815200,4.86E-17,4.86E-17,5.33E-16,5.24E-16,5.26E-16,3.02E-16,3.01E-16,6.37E-18,7.14E-18,6.47E-18
2818800,1.42E-17,1.42E-17,1.55E-16,1.53E-16,1.53E-16,8.79E-17,8.77E-17,1.86E-18,2.08E-18,1.89E-18
2822400,1.37E-17,1.37E-17,1.50E-16,1.48E-16,1.48E-16,-8.49E-17,-8.47E-17,-1.79E-18,-2.01E-18,-1.82E-18
2826000,8.04E-18,8.04E-18,8.82E-17,8.67E-17,8.70E-17,-4.99E-17,-4.98E-17,-1.05E-18,-1.18E-18,-1.07E-18
2829600,3.67E-17,3.67E-17,4.02E-16,3.95E-16,3.97E-16,2.28E-16,2.27E-16,4.81E-18,5.39E-18,4.88E-18
2833200,3.22E-18,3.22E-18,3.53E-17,3.47E-17,3.48E-17,2.00E-17,2.00E-17,4.22E-19,4.74E-19,4.29E-19
2836800,5.64E-17,5.65E-17,6.19E-16,6.09E-16,6.11E-16,-3.50E-16,-3.49E-16,-7.40E-18,-8.30E-18,-7.51E-18
2840400,4.60E-17,4.60E-17,5.05E-16,4.96E-16,4.98E-16,2.86E-16,2.85E-16,6.03E-18,6.77E-18,6.13E-18
2844000,2.47E-17,2.47E-17,2.71E-16,2.67E-16,2.68E-16,1.54E-16,1.53E-16,3.24E-18,3.64E-18,3.29E-18
2847600,9.68E-18,9.68E-18,1.06E-16,1.04E-16,1.05E-16,-6.01E-17,-5.99E-17,-1.27E-18,-1.42E-18,-1.29E-18
2851200,6.84E-17,6.84E-17,7.50E-16,7.37E-16,7.40E-16,-4.24E-16,-4.23E-16,-8.96E-18,-1.01E-17,-9.10E-18
2854800,4.72E-17,4.72E-17,5.18E-16,5.09E-16,5.11E-16,2.93E-16,2.92E-16,6.19E-18,6.94E-18,6.29E-18
2858400,1.28E-17,1.28E-17,1.41E-16,1.38E-16,1.39E-16,7.95E-17,7.93E-17,1.68E-18,1.88E-18,1.71E-18
2862000,1.50E-17,1.50E-17,1.65E-16,1.62E-16,1.63E-16,-9.33E-17,-9.31E-17,-1.97E-18,-2.21E-18,-2.00E-18
2865600,8.00E-20,8.09E-20,8.75E-19,8.62E-19,8.62E-19,-4.84E-19,-4.85E-19,-1.04E-20,-1.16E-20,-1.03E-20
2869200,3.11E-17,3.11E-17,3.41E-16,3.36E-16,3.37E-16,1.93E-16,1.93E-16,4.08E-18,4.57E-18,4.14E-18
2872800,3.83E-17,3.83E-17,4.21E-16,4.14E-16,4.15E-16,2.38E-16,2.37E-16,5.03E-18,5.64E-18,5.10E-18
2876400,8.32E-17,8.33E-17,9.13E-16,8.98E-16,9.01E-16,-5.17E-16,-5.15E-16,-1.09E-17,-1.22E-17,-1.11E-17
2880000,5.78E-17,5.78E-17,6.34E-16,6.24E-16,6.25E-16,3.59E-16,3.58E-16,7.58E-18,8.50E-18,7.69E-18
2883600,1.69E-17,1.69E-17,1.86E-16,1.83E-16,1.83E-16,1.05E-16,1.05E-16,2.22E-18,2.49E-18,2.26E-18
2887200,4.47E-18,4.47E-18,4.90E-17,4.82E-17,4.83E-17,-2.77E-17,-2.76E-17,-5.86E-19,-6.57E-19,-5.94E-19
2890800,1.17E-18,1.17E-18,1.29E-17,1.26E-17,1.27E-17,7.27E-18,7.25E-18,1.54E-19,1.72E-19,1.56E-19
2894400,4.58E-17,4.58E-17,5.03E-16,4.94E-16,4.95E-16,2.84E-16,2.84E-16,6.01E-18,6.73E-18,6.10E-18
2898000,1.15E-17,1.15E-17,1.26E-16,1.24E-16,1.24E-16,7.11E-17,7.09E-17,1.50E-18,1.68E-18,1.52E-18
2901600,7.45E-18,7.45E-18,8.17E-17,8.03E-17,8.06E-17,-4.62E-17,-4.61E-17,-9.77E-19,-1.10E-18,-9.91E-19
2905200,1.08E-17,1.08E-17,1.18E-16,1.16E-16,1.16E-16,-6.67E-17,-6.66E-17,-1.41E-18,-1.58E-18,-1.43E-18
2908800,4.96E-18,4.96E-18,5.44E-17,5.35E-17,5.36E-17,3.08E-17,3.06E-17,6.51E-19,7.29E-19,6.60E-19
2912400,3.56E-17,3.56E-17,3.91E-16,3.84E-16,3.85E-16,2.21E-16,2.20E-16,4.67E-18,5.24E-18,4.74E-18
2916000,8.47E-17,8.47E-17,9.29E-16,9.14E-16,9.16E-16,-5.26E-16,-5.24E-16,-1.11E-17,-1.25E-17,-1.13E-17
2919600,5.64E-17,5.65E-17,6.19E-16,6.09E-16,6.11E-16,3.50E-16,3.49E-16,7.40E-18,8.30E-18,7.51E-18
2923200,2.20E-17,2.20E-17,2.42E-16,2.38E-16,2.38E-16,1.37E-16,1.36E-16,2.89E-18,3.24E-18,2.93E-18
2926800,5.82E-18,5.82E-18,6.39E-17,6.28E-17,6.30E-17,-3.61E-17,-3.60E-17,-7.63E-19,-8.56E-19,-7.75E-19
2930400,1.83E-19,1.83E-19,2.00E-18,1.97E-18,1.98E-18,-1.14E-18,-1.13E-18,-2.40E-20,-2.69E-20,-2.43E-20
2934000,4.46E-17,4.47E-17,4.90E-16,4.82E-16,4.83E-16,2.77E-16,2.76E-16,5.85E-18,6.56E-18,5.94E-18
2937600,1.01E-17,1.01E-17,1.11E-16,1.09E-16,1.09E-16,6.27E-17,6.25E-17,1.32E-18,1.49E-18,1.34E-18
2941200,1.77E-17,1.77E-17,1.95E-16,1.91E-16,1.92E-16,-1.10E-16,-1.10E-16,-2.33E-18,-2.61E-18,-2.36E-18
2944800,1.21E-17,1.21E-17,1.33E-16,1.31E-16,1.31E-16,-7.52E-17,-7.50E-17,-1.59E-18,-1.78E-18,-1.61E-18
2948400,7.34E-19,7.48E-19,8.18E-18,8.03E-18,8.06E-18,4.52E-18,4.89E-18,9.78E-20,1.09E-19,9.56E-20
2952000,1.82E-18,1.82E-18,2.00E-17,1.97E-17,1.97E-17,-1.13E-17,-1.13E-17,-2.39E-19,-2.68E-19,-2.42E-19
2955600,9.31E-17,9.32E-17,1.02E-15,1.00E-15,1.01E-15,-5.78E-16,-5.77E-16,-1.22E-17,-1.37E-17,-1.24E-17
2959200,5.51E-17,5.51E-17,6.04E-16,5.94E-16,5.96E-16,3.42E-16,3.41E-16,7.22E-18,8.10E-18,7.33E-18
